time,STH_71,S_41,T_20,SA,CT,STH_pred,d_error
2000-06-19,26.378,35.487,14.87,35.655252,14.828995,26.38429,0.006289
2000-06-20,26.358,35.546,15.19,35.714534,15.147119,26.359223,0.001223
2000-06-21,26.309,35.538,15.36,35.706493,15.317124,26.315186,0.006186
2000-06-22,26.363,35.516,15.06,35.684389,15.018039,26.364877,0.001877
2000-06-23,26.354,35.515,15.09,35.683385,15.048029,26.357481,0.00348
2000-06-24,26.376,35.524,15.02,35.692427,14.977884,26.379867,0.003867
2000-06-25,26.328,35.504,15.14,35.672335,15.098251,26.337942,0.009943
2000-06-26,26.413,35.484,14.69,35.65224,14.649285,26.421237,0.008236
2000-06-27,26.307,35.537,15.39,35.705489,15.347116,26.307706,0.000707
2000-06-28,26.29,35.544,15.47,35.712522,15.426843,26.295163,0.005162
2000-06-29,26.329,35.486,15.07,35.654248,15.028788,26.339546,0.010545
2000-06-30,26.369,35.521,15.03,35.689414,14.987947,26.375351,0.006352
2000-07-01,26.368,35.481,14.88,35.649224,14.839135,26.377472,0.009472
2000-07-02,26.384,35.508,14.92,35.676352,14.878408,26.389524,0.005523
2000-07-03,26.341,35.478,15.03,35.646211,14.989037,26.342203,0.001204
2000-07-04,26.301,35.465,15.15,35.633149,15.109232,26.30567,0.004669
2000-07-05,26.394,35.472,14.75,35.640182,14.709513,26.398926,0.004927
2000-07-06,26.331,35.468,15.01,35.636161,14.969313,26.338899,0.007899
2000-07-07,26.415,35.447,14.57,35.615062,14.530346,26.418687,0.003686
2000-07-08,26.376,35.457,14.78,35.625111,14.739852,26.380818,0.004818
2000-07-09,26.468,35.411,14.2,35.578892,14.161667,26.470197,0.002197
2000-07-10,26.464,35.444,14.34,35.612049,14.300695,26.465826,0.001826
2000-07-11,26.44,35.41,14.29,35.577888,14.251584,26.450255,0.010255
2000-07-12,26.497,35.412,14.05,35.579896,14.011824,26.50275,0.00575
2000-07-13,26.487,35.383,13.97,35.550759,13.932617,26.497202,0.010202
2000-07-14,26.478,35.43,14.22,35.597983,14.181182,26.480619,0.002619
2000-07-15,26.509,35.35,13.77,35.517602,13.733641,26.51357,0.004569
2000-07-16,26.52,35.356,13.74,35.523631,13.703534,26.524459,0.004458
2000-07-17,26.536,35.339,13.61,35.506552,13.574091,26.538289,0.00229
2000-07-18,26.465,35.407,14.2,35.574875,14.161764,26.467109,0.002109
2000-07-19,26.46,35.399,14.19,35.566834,14.151969,26.463052,0.003053
2000-07-20,26.461,35.403,14.19,35.570855,14.151872,26.466143,0.005143
2000-07-21,26.455,35.439,14.35,35.607025,14.310805,26.459825,0.004825
2000-07-22,26.452,35.448,14.41,35.61607,14.370512,26.453917,0.001917
2000-07-23,26.46,35.352,14.01,35.519614,13.973313,26.464826,0.004827
2000-07-24,26.498,35.471,14.28,35.639178,14.24011,26.499498,0.001499
2000-07-25,26.451,35.432,14.33,35.599991,14.291,26.458699,0.007698
2000-07-26,26.468,35.41,14.2,35.577888,14.161691,26.469425,0.001425
2000-07-27,26.386,35.521,14.97,35.689414,14.92802,26.388563,0.002564
2000-07-28,26.434,35.391,14.27,35.558797,14.232071,26.439848,0.005848
2000-07-29,26.463,35.411,14.22,35.578892,14.181643,26.465943,0.002944
2000-07-30,26.473,35.398,14.11,35.56583,14.072088,26.479247,0.006247
2000-07-31,26.455,35.481,14.5,35.649224,14.459591,26.460034,0.005034
2000-08-01,26.501,35.356,13.81,35.523631,13.773451,26.509865,0.008866
2000-08-02,26.514,35.382,13.88,35.549755,13.842749,26.515324,0.001324
2000-08-03,26.43,35.437,14.45,35.605016,14.410734,26.436832,0.006832
2000-08-04,26.484,35.442,14.23,35.610041,14.190877,26.48776,0.003761
2000-08-05,26.512,35.404,13.98,35.571859,13.942101,26.511327,-0.000672
2000-08-06,26.44,35.465,14.5,35.633149,14.459985,26.447685,0.007684
2000-08-07,26.501,35.387,13.94,35.55478,13.902556,26.506602,0.005602
2000-08-08,26.511,35.401,13.96,35.568846,13.922197,26.513218,0.002218
2000-08-09,26.467,35.437,14.29,35.605016,14.250926,26.471106,0.004107
2000-08-10,26.489,35.367,13.91,35.534685,13.87307,26.497441,0.00844
2000-08-11,26.508,35.366,13.84,35.53368,13.803178,26.511329,0.00333
2000-08-12,26.485,35.412,14.13,35.579896,14.091727,26.485826,0.000826
2000-08-13,26.395,35.482,14.78,35.650228,14.739227,26.4001,0.005099
2000-08-14,26.398,35.457,14.68,35.625111,14.639969,26.402577,0.004576
2000-08-15,26.473,35.388,14.07,35.555784,14.032377,26.479983,0.006983
2000-08-16,26.418,35.461,14.6,35.629128,14.559965,26.423003,0.005004
2000-08-17,26.395,35.477,14.79,35.645207,14.749341,26.394063,-0.000937
2000-08-18,26.411,35.475,14.66,35.643195,14.619545,26.420804,0.009805
2000-08-19,26.436,35.449,14.49,35.617074,14.450391,26.43749,0.001489
2000-08-20,26.341,35.569,15.36,35.737642,15.316325,26.339068,-0.001932
2000-08-21,26.315,35.542,15.34,35.710514,15.297045,26.322738,0.007737
2000-08-22,26.377,35.509,14.97,35.677356,14.928323,26.379311,0.00231
2000-08-23,26.184,35.624,16.21,35.792903,16.163887,26.188011,0.00401
2000-08-24,26.275,35.558,15.58,35.726588,15.536352,26.281185,0.006185
2000-08-25,26.259,35.567,15.71,35.735634,15.665968,26.258712,-0.000289
2000-08-26,26.199,35.679,16.32,35.848164,16.27228,26.204777,0.005778
2000-08-27,26.2,35.593,16.0,35.761754,15.954953,26.21256,0.012559
2000-08-28,26.306,35.525,15.32,35.693435,15.277505,26.314108,0.008108
2000-08-29,26.199,35.548,15.9,35.716543,15.856257,26.200841,0.001841
2000-08-30,26.026,35.641,16.94,35.809982,16.892637,26.029745,0.003746
2000-08-31,26.234,35.56,15.77,35.7286,15.726084,26.239701,0.005702
2000-09-01,26.326,35.503,15.18,35.671327,15.13823,26.328303,0.002303
2000-09-02,26.266,35.551,15.59,35.719555,15.546523,26.273539,0.007539
2000-09-03,26.184,35.594,16.14,35.762762,16.09477,26.181119,-0.002881
2000-09-04,26.315,35.46,15.02,35.628124,14.979505,26.330529,0.015529
2000-09-05,26.371,35.536,15.11,35.704485,15.067471,26.369244,-0.001756
2000-09-06,26.216,35.57,15.88,35.738646,15.835697,26.222334,0.006335
2000-09-07,26.302,35.569,15.5,35.737642,15.456159,26.307675,0.005674
2000-09-08,26.444,35.483,14.56,35.651236,14.519468,26.448632,0.004632
2000-09-09,26.388,35.506,14.92,35.674344,14.878458,26.387982,-1.8e-05
2000-09-10,26.306,35.515,15.3,35.683385,15.257785,26.310863,0.004864
2000-09-11,26.357,35.507,15.05,35.675348,15.008279,26.360148,0.003147
2000-09-12,26.413,35.478,14.68,35.646211,14.639447,26.418779,0.005779
2000-09-13,26.442,35.428,14.35,35.595975,14.311074,26.451333,0.009334
2000-09-14,26.393,35.468,14.75,35.636161,14.709613,26.395839,0.002839
2000-09-15,26.46,35.425,14.28,35.592958,14.24123,26.463973,0.003973
2000-09-16,26.471,35.416,14.2,35.583917,14.161545,26.47406,0.003059
2000-09-17,26.479,35.435,14.22,35.603008,14.18106,26.484482,0.005482
2000-09-18,26.469,35.419,14.2,35.586929,14.161472,26.476376,0.007376
2000-09-19,26.554,35.343,13.53,35.510569,13.494094,26.557903,0.003902
2000-09-20,26.427,35.425,14.45,35.592958,14.411029,26.427568,0.000568
2000-09-21,26.387,35.447,14.7,35.615062,14.660194,26.390516,0.003517
2000-09-22,26.507,35.345,13.74,35.512581,13.703794,26.515954,0.008954
2000-09-23,26.522,35.376,13.8,35.543726,13.762988,26.527416,0.005417
2000-09-24,26.466,35.423,14.27,35.59095,14.231292,26.464562,-0.001438
2000-09-25,26.443,35.433,14.38,35.600996,14.340916,26.448767,0.005766
2000-09-26,26.466,35.415,14.22,35.582913,14.181546,26.469034,0.003035
2000-09-27,26.439,35.476,14.59,35.644203,14.549605,26.436744,-0.002255
2000-09-28,26.392,35.485,14.81,35.653244,14.769117,26.395868,0.003868
2000-09-29,26.391,35.443,14.65,35.611045,14.610352,26.398285,0.007284
2000-09-30,26.451,35.397,14.21,35.564826,14.171995,26.457257,0.006257
2000-10-01,26.409,35.455,14.63,35.623103,14.590077,26.41188,0.002879
2000-10-02,26.415,35.446,14.57,35.614058,14.530371,26.417915,0.002914
2000-10-03,26.371,35.476,14.85,35.644203,14.809296,26.380185,0.009184
2000-10-04,26.42,35.509,14.78,35.677356,14.738552,26.420926,0.000926
2000-10-05,26.435,35.486,14.62,35.654248,14.57932,26.437965,0.002966
2000-10-06,26.377,35.501,14.94,35.669319,14.89856,26.379736,0.002735
2000-10-07,26.389,35.512,14.9,35.680373,14.858331,26.396997,0.007997
2000-10-08,26.406,35.433,14.58,35.600996,14.540681,26.405721,-0.000279
2000-10-09,26.369,35.47,14.85,35.638174,14.809446,26.375557,0.006558
2000-10-10,26.423,35.462,14.59,35.630136,14.549951,26.425941,0.00294
2000-10-11,26.43,35.473,14.6,35.641186,14.559667,26.432264,0.002263
2000-10-12,26.34,35.494,15.07,35.662286,15.028585,26.345712,0.005712
2000-10-13,26.453,35.444,14.39,35.612049,14.350635,26.455117,0.002118
2000-10-14,26.411,35.463,14.64,35.63114,14.599867,26.415885,0.004886
2000-10-15,26.41,35.477,14.7,35.645207,14.659447,26.413663,0.003663
2000-10-16,26.444,35.424,14.32,35.591954,14.281207,26.454659,0.010659
2000-10-17,26.463,35.442,14.34,35.610041,14.300744,26.464283,0.001284
2000-10-18,26.439,35.435,14.42,35.603008,14.380819,26.441734,0.002735
2000-10-19,26.462,35.392,14.13,35.559801,14.09221,26.470375,0.008375
2000-10-20,26.44,35.441,14.44,35.609037,14.400648,26.442071,0.00207
2000-10-21,26.462,35.428,14.29,35.595975,14.251146,26.464157,0.002157
2000-10-22,26.457,35.448,14.39,35.61607,14.350537,26.458207,0.001206
2000-10-23,26.479,35.375,13.98,35.542722,13.942796,26.488916,0.009916
2000-10-24,26.523,35.369,13.78,35.536693,13.743178,26.526177,0.003176
2000-10-25,26.556,35.331,13.46,35.498515,13.424459,26.563025,0.007026
2000-10-26,26.564,35.332,13.44,35.499519,13.404459,26.567906,0.003907
2000-10-27,26.501,35.382,13.94,35.549755,13.902676,26.502736,0.001737
2000-10-28,26.525,35.37,13.76,35.537697,13.723179,26.531119,0.006119
2000-10-29,26.608,35.294,13.07,35.461337,13.035787,26.613765,0.005766
2000-10-30,26.625,35.272,12.91,35.439233,12.876483,26.628861,0.003861
2000-10-31,26.596,35.286,13.12,35.453299,13.085909,26.597475,0.001475
2000-11-01,26.53,35.333,13.61,35.500523,13.574232,26.533648,0.003647
2000-11-02,26.513,35.394,13.94,35.561813,13.902389,26.512012,-0.000989
2000-11-03,26.532,35.235,13.19,35.402059,13.156994,26.543815,0.011816
2000-11-04,26.528,35.351,13.68,35.51861,13.643725,26.533065,0.005066
2000-11-05,26.607,35.32,13.2,35.487461,13.165032,26.607602,0.000601
2000-11-06,26.543,35.35,13.6,35.517602,13.563845,26.548865,0.005865
2000-11-07,26.505,35.376,13.9,35.543726,13.862867,26.506494,0.001495
2000-11-08,26.527,35.335,13.62,35.502531,13.584173,26.533125,0.006124
2000-11-09,26.533,35.322,13.52,35.489469,13.484597,26.543716,0.010715
2000-11-10,26.602,35.289,13.13,35.456316,13.095828,26.597779,-0.004221
2000-11-11,26.474,35.372,13.99,35.539709,13.952856,26.484494,0.010493
2000-11-12,26.508,35.337,13.72,35.504544,13.684008,26.513929,0.00593
2000-11-13,26.549,35.387,13.72,35.55478,13.682826,26.552594,0.003594
2000-11-14,26.531,35.3,13.49,35.467366,13.455146,26.532871,0.00187
2000-11-15,26.503,35.374,13.89,35.541718,13.852928,26.507045,0.004045
2000-11-16,26.483,35.411,14.11,35.578892,14.071774,26.489291,0.006291
2000-11-17,26.531,35.386,13.79,35.553776,13.752763,26.537237,0.006236
2000-11-18,26.488,35.371,13.97,35.538701,13.932904,26.487927,-7.4e-05
2000-11-19,26.431,35.448,14.52,35.61607,14.480381,26.430254,-0.000746
2000-11-20,26.525,35.331,13.57,35.498515,13.534326,26.540369,0.015369
2000-11-21,26.496,35.375,13.97,35.542722,13.932808,26.49102,-0.004981
2000-11-22,26.395,35.449,14.66,35.617074,14.620191,26.400746,0.005745
2000-11-23,26.47,35.411,14.14,35.578892,14.101739,26.482934,0.012935
2000-11-24,26.55,35.357,13.61,35.524635,13.573668,26.552211,0.002212
2000-11-25,26.485,35.394,14.06,35.561813,14.022245,26.486732,0.001731
2000-11-26,26.445,35.433,14.38,35.600996,14.340916,26.448767,0.003767
2000-11-27,26.365,35.486,14.92,35.654248,14.878962,26.37256,0.00756
2000-11-28,26.501,35.378,13.91,35.545735,13.872808,26.505941,0.004942
2000-11-29,26.432,35.444,14.51,35.612049,14.470491,26.429321,-0.002678
2000-11-30,26.39,35.466,14.7,35.634153,14.659721,26.405175,0.015176
2000-12-01,26.368,35.485,14.93,35.653244,14.888976,26.369595,0.001595
2000-12-02,26.375,35.49,14.88,35.658269,14.838908,26.384415,0.009415
2000-12-03,26.343,35.508,15.1,35.676352,15.058195,26.349874,0.006874
2000-12-04,26.358,35.489,14.96,35.657261,14.91884,26.366088,0.008089
2000-12-05,26.318,35.503,15.22,35.671327,15.178184,26.319423,0.001422
2000-12-06,26.245,35.546,15.68,35.714534,15.636552,26.249346,0.004346
2000-12-07,26.349,35.487,15.02,35.655252,14.978821,26.351344,0.002343
2000-12-08,26.331,35.507,15.17,35.675348,15.128139,26.333605,0.002605
2000-12-09,26.306,35.536,15.38,35.704485,15.337153,26.309174,0.003174
2000-12-10,26.238,35.567,15.77,35.735634,15.7259,26.245088,0.007087
2000-12-11,26.293,35.542,15.44,35.710514,15.396928,26.300356,0.007356
2000-12-12,26.372,35.51,15.0,35.67836,14.958262,26.37348,0.00148
2000-12-13,26.307,35.559,15.45,35.727592,15.406477,26.311204,0.004204
2000-12-14,26.359,35.527,15.09,35.695443,15.047724,26.366731,0.007732
2000-12-15,26.332,35.533,15.26,35.701472,15.21737,26.333644,0.001643
2000-12-16,26.41,35.462,14.64,35.630136,14.599892,26.415114,0.005114
2000-12-17,26.407,35.472,14.66,35.640182,14.619619,26.418491,0.011491
2000-12-18,26.373,35.488,14.92,35.656257,14.878912,26.374101,0.001102
2000-12-19,26.288,35.552,15.5,35.720559,15.4566,26.294582,0.006582
2000-12-20,26.399,35.483,14.76,35.651236,14.719226,26.405234,0.006233
2000-12-21,26.474,35.423,14.19,35.59095,14.151387,26.481592,0.007591
2000-12-22,26.422,35.463,14.6,35.63114,14.559915,26.424548,0.002547
2000-12-23,26.426,35.471,14.6,35.639178,14.559717,26.430721,0.004721
2000-12-24,26.404,35.485,14.77,35.653244,14.729165,26.404596,0.000596
2000-12-25,26.447,35.437,14.38,35.605016,14.340818,26.451857,0.004856
2000-12-26,26.452,35.428,14.3,35.595975,14.261134,26.462022,0.010022
2000-12-27,26.502,35.395,13.99,35.562817,13.952304,26.502267,0.000266
2000-12-28,26.451,35.436,14.36,35.604012,14.320866,26.455369,0.004369
2000-12-29,26.526,35.365,13.73,35.532676,13.693333,26.533501,0.007502
2000-12-30,26.506,35.383,13.91,35.550759,13.872688,26.509807,0.003807
2000-12-31,26.488,35.406,14.09,35.573867,14.05192,26.48966,0.001659
2001-01-01,26.486,35.399,14.05,35.566834,14.012136,26.492705,0.006705
2001-01-02,26.551,35.342,13.54,35.509565,13.504105,26.555068,0.004067
2001-01-03,26.519,35.369,13.8,35.536693,13.763154,26.522004,0.003005
2001-01-04,26.524,35.36,13.72,35.527651,13.683464,26.531714,0.007714
2001-01-05,26.519,35.371,13.8,35.538701,13.763107,26.523549,0.00455
2001-01-06,26.47,35.412,14.18,35.579896,14.141667,26.475218,0.005219
2001-01-07,26.564,35.338,13.45,35.505548,13.414308,26.570496,0.006497
2001-01-08,26.541,35.355,13.64,35.522627,13.603679,26.544453,0.003452
2001-01-09,26.555,35.339,13.53,35.506552,13.494187,26.55481,-0.00019
2001-01-10,26.526,35.364,13.73,35.531668,13.693357,26.532725,0.006726
2001-01-11,26.531,35.374,13.77,35.541718,13.733072,26.532129,0.001129
2001-01-12,26.491,35.434,14.13,35.602,14.091195,26.502822,0.011823
2001-01-13,26.577,35.348,13.43,35.515594,13.3941,26.582339,0.005339
2001-01-14,26.534,35.399,13.86,35.566834,13.822367,26.532653,-0.001347
2001-01-15,26.493,35.45,14.21,35.618078,14.170708,26.498195,0.005195
2001-01-16,26.449,35.481,14.53,35.649224,14.489554,26.453564,0.004565
2001-01-17,26.489,35.436,14.14,35.604012,14.101134,26.502249,0.013248
2001-01-18,26.552,35.355,13.6,35.522627,13.563728,26.552733,0.000733
2001-01-19,26.465,35.422,14.24,35.589946,14.201351,26.470183,0.005183
2001-01-20,26.403,35.466,14.69,35.634153,14.649733,26.407348,0.004348
2001-01-21,26.442,35.438,14.39,35.60602,14.350782,26.450485,0.008485
2001-01-22,26.472,35.426,14.23,35.593962,14.191266,26.4754,0.0034
2001-01-23,26.468,35.417,14.19,35.584921,14.151533,26.476957,0.008957
2001-01-24,26.462,35.422,14.26,35.589946,14.221328,26.465922,0.003922
2001-01-25,26.477,35.409,14.14,35.576884,14.101787,26.48139,0.004391
2001-01-26,26.526,35.366,13.73,35.53368,13.693309,26.534274,0.008275
2001-01-27,26.495,35.398,14.04,35.56583,14.002172,26.494043,-0.000957
2001-01-28,26.502,35.378,13.86,35.545735,13.822868,26.516419,0.014419
2001-01-29,26.56,35.327,13.44,35.494494,13.404576,26.564036,0.004037
2001-01-30,26.569,35.325,13.39,35.492486,13.354684,26.572739,0.003739
2001-01-31,26.604,35.295,13.1,35.462341,13.065728,26.608485,0.004485
2001-02-01,26.59,35.306,13.23,35.473395,13.195316,26.59067,0.000669
2001-02-02,26.58,35.315,13.29,35.482436,13.255036,26.585426,0.005426
2001-02-03,26.581,35.314,13.28,35.481432,13.245072,26.58669,0.005691
2001-02-04,26.606,35.287,13.07,35.454303,13.035947,26.608344,0.002343
2001-02-05,26.546,35.347,13.6,35.514589,13.563915,26.546545,0.000546
2001-02-06,26.543,35.35,13.59,35.517602,13.553857,26.550932,0.007933
2001-02-07,26.524,35.361,13.74,35.528656,13.703416,26.528326,0.004326
2001-02-08,26.555,35.331,13.45,35.498515,13.414471,26.56508,0.010079
2001-02-09,26.561,35.333,13.47,35.500523,13.4344,26.562517,0.001516
2001-02-10,26.558,35.339,13.49,35.506552,13.454236,26.563047,0.005047
2001-02-11,26.533,35.359,13.68,35.526647,13.643536,26.539252,0.006251
2001-02-12,26.561,35.329,13.45,35.496502,13.414517,26.56353,0.002529
2001-02-13,26.552,35.342,13.52,35.509565,13.48413,26.55919,0.00719
2001-02-14,26.558,35.337,13.48,35.504544,13.444294,26.563558,0.005557
2001-02-15,26.563,35.336,13.47,35.503536,13.43433,26.564837,0.001838
2001-02-16,26.551,35.353,13.59,35.520618,13.553787,26.553255,0.002254
2001-02-17,26.546,35.357,13.6,35.524635,13.563681,26.554279,0.00828
2001-02-18,26.566,35.339,13.48,35.506552,13.444248,26.565104,-0.000896
2001-02-19,26.538,35.361,13.67,35.528656,13.633501,26.542873,0.004873
2001-02-20,26.536,35.362,13.69,35.52966,13.653453,26.539495,0.003495
2001-02-21,26.535,35.358,13.68,35.525643,13.64356,26.538479,0.003479
2001-02-22,26.493,35.401,14.05,35.568846,14.012088,26.494252,0.001252
2001-02-23,26.539,35.363,13.67,35.530664,13.633454,26.544419,0.00542
2001-02-24,26.563,35.339,13.47,35.506552,13.434261,26.56716,0.004161
2001-02-25,26.542,35.357,13.64,35.524635,13.603632,26.545999,0.003999
2001-02-26,26.498,35.395,13.99,35.562817,13.952304,26.502267,0.004268
2001-02-27,26.552,35.344,13.53,35.511577,13.49407,26.558679,0.006679
2001-02-28,26.579,35.326,13.36,35.49349,13.324696,26.579652,0.000651
2001-03-01,26.523,35.374,13.79,35.541718,13.753048,26.527958,0.004957
2001-03-02,26.518,35.373,13.82,35.540714,13.783035,26.520921,0.002921
2001-03-03,26.581,35.314,13.28,35.481432,13.245072,26.58669,0.005691
2001-03-04,26.568,35.33,13.42,35.49751,13.384531,26.570462,0.002462
2001-03-05,26.519,35.372,13.82,35.539709,13.783059,26.520148,0.001149
