time,STH_71,S_41,T_20,SA,CT,STH_pred,d_error
2000-04-20,22.74,35.749,28.67,35.917851,28.641049,22.73861,-0.001389
2000-04-21,22.68,35.68,28.7,35.848525,28.673995,22.676783,-0.003217
2000-04-22,22.662,35.662,28.71,35.830438,28.684766,22.659929,-0.002071
2000-04-23,22.663,35.659,28.7,35.827426,28.674881,22.661008,-0.001992
2000-04-24,22.629,35.594,28.66,35.76212,28.637563,22.6255,-0.0035
2000-04-25,22.611,35.582,28.68,35.750062,28.658097,22.609828,-0.001172
2000-04-26,22.647,35.599,28.61,35.767141,28.587283,22.645883,-0.001117
2000-04-27,22.654,35.577,28.54,35.745037,28.518108,22.652604,-0.001396
2000-04-28,22.659,35.578,28.53,35.746042,28.508052,22.656673,-0.002327
2000-04-29,22.535,35.419,28.54,35.58629,28.524737,22.533896,-0.001104
2000-04-30,22.53,35.395,28.5,35.562179,28.485678,22.529128,-0.000873
2000-05-01,22.544,35.398,28.47,35.565191,28.455502,22.541318,-0.002682
2000-05-02,22.536,35.366,28.42,35.533042,28.406759,22.533823,-0.002176
2000-05-03,22.539,35.332,28.33,35.498881,28.318028,22.538009,-0.00099
2000-05-04,22.578,35.367,28.29,35.534047,28.276504,22.577508,-0.000491
2000-05-05,22.6,35.374,28.24,35.54108,28.22613,22.59925,-0.00075
2000-05-06,22.569,35.307,28.18,35.473762,28.168814,22.56864,-0.00036
2000-05-07,22.548,35.253,28.12,35.419506,28.11095,22.547768,-0.000233
2000-05-08,22.553,35.226,28.04,35.392382,28.031926,22.553721,0.000721
2000-05-09,22.595,35.234,27.94,35.400419,27.931419,22.592476,-0.002523
2000-05-10,22.59,35.216,27.91,35.382332,27.902107,22.588749,-0.001251
2000-05-11,22.567,35.181,27.9,35.347167,27.89353,22.565699,-0.001301
2000-05-12,22.581,35.188,27.87,35.3542,27.863188,22.58076,-0.00024
2000-05-13,22.581,35.197,27.9,35.363242,27.892871,22.577729,-0.00327
2000-05-14,22.532,35.153,27.94,35.319035,27.934757,22.531572,-0.000427
2000-05-15,22.497,35.109,27.95,35.274829,27.94659,22.495222,-0.001778
2000-05-16,22.52,35.146,27.96,35.312002,27.955082,22.519769,-0.000231
2000-05-17,22.581,35.205,27.91,35.371283,27.90256,22.580479,-0.00052
2000-05-18,22.624,35.23,27.84,35.396398,27.831408,22.622135,-0.001866
2000-05-19,22.635,35.242,27.83,35.408456,27.820897,22.634423,-0.000577
2000-05-20,22.642,35.248,27.83,35.414485,27.82065,22.638936,-0.003065
2000-05-21,22.649,35.233,27.77,35.399415,27.761163,22.647216,-0.001784
2000-05-22,22.664,35.248,27.76,35.414485,27.75053,22.661755,-0.002245
2000-05-23,22.677,35.262,27.75,35.428551,27.739939,22.675542,-0.001458
2000-05-24,22.686,35.264,27.73,35.430559,27.719823,22.683557,-0.002444
2000-05-25,22.687,35.284,27.77,35.450654,27.759071,22.685573,-0.001428
2000-05-26,22.693,35.299,27.79,35.465725,27.778489,22.690335,-0.002666
2000-05-27,22.723,35.32,27.74,35.486824,27.727545,22.722422,-0.000577
2000-05-28,22.743,35.328,27.7,35.494861,27.687153,22.74146,-0.00154
2000-05-29,22.808,35.399,27.66,35.566195,27.644185,22.80788,-0.00012
2000-05-30,22.877,35.478,27.63,35.645571,27.610911,22.877069,6.8e-05
2000-05-31,22.935,35.533,27.58,35.700831,27.558596,22.934695,-0.000305
2000-06-01,22.896,35.441,27.49,35.608397,27.472219,22.894658,-0.001342
2000-06-02,22.86,35.35,27.39,35.516964,27.375766,22.858526,-0.001475
2000-06-03,22.951,35.446,27.33,35.613418,27.311786,22.950156,-0.000845
2000-06-04,23.025,35.512,27.26,35.679732,27.23902,23.022416,-0.002584
2000-06-05,23.004,35.477,27.24,35.644567,27.220406,23.002512,-0.001488
2000-06-06,22.981,35.426,27.19,35.593323,27.172395,22.98021,-0.000791
2000-06-07,23.116,35.579,27.13,35.747046,27.106149,23.114701,-0.001298
2000-06-08,23.265,35.761,27.09,35.929908,27.05878,23.264612,-0.000387
2000-06-09,23.293,35.781,27.05,35.95,27.017935,23.29252,-0.000479
2000-06-10,23.232,35.701,27.05,35.869624,27.021149,23.23227,0.00027
2000-06-11,23.203,35.651,27.03,35.819388,27.003137,23.201031,-0.001968
2000-06-12,23.197,35.621,26.97,35.789244,26.94427,23.197665,0.000665
2000-06-13,23.232,35.644,26.92,35.812355,26.893292,23.230996,-0.001005
2000-06-14,23.261,35.654,26.85,35.822401,26.822815,23.260904,-9.6e-05
2000-06-15,23.373,35.794,26.83,35.963061,26.797204,23.372766,-0.000233
2000-06-16,23.445,35.86,26.76,36.029375,26.72451,23.44484,-0.000159
2000-06-17,23.52,35.856,26.51,36.025355,26.474461,23.521331,0.001331
2000-06-18,23.52,35.804,26.39,35.973111,26.356411,23.520121,0.000121
2000-06-19,23.537,35.804,26.34,35.973111,26.306368,23.535917,-0.001084
2000-06-20,23.519,35.748,26.26,35.916847,26.228497,23.518921,-7.8e-05
2000-06-21,23.504,35.7,26.19,35.86862,26.160312,23.504755,0.000755
2000-06-22,23.447,35.566,26.05,35.733988,26.025398,23.447627,0.000627
2000-06-23,23.481,35.548,25.9,35.715901,25.875932,23.480944,-5.7e-05
2000-06-24,23.479,35.542,25.89,35.709872,25.866154,23.479537,0.000537
2000-06-25,23.463,35.557,25.98,35.724943,25.955671,23.462743,-0.000256
2000-06-26,23.438,35.578,26.11,35.746042,26.084998,23.437868,-0.000132
2000-06-27,23.458,35.554,25.99,35.72193,25.965799,23.457354,-0.000646
2000-06-28,23.511,35.579,25.88,35.747046,25.854708,23.510572,-0.000428
2000-06-29,23.532,35.596,25.85,35.764128,25.824019,23.532755,0.000755
2000-06-30,23.545,35.612,25.85,35.780203,25.8234,23.544827,-0.000173
2000-07-01,23.573,35.621,25.78,35.789244,25.752981,23.573422,0.000422
2000-07-02,23.618,35.642,25.69,35.810343,25.662082,23.617251,-0.000749
2000-07-03,23.623,35.705,25.83,35.873644,25.79978,23.62124,-0.001759
2000-07-04,23.642,35.762,25.9,35.930913,25.867633,23.642409,0.000409
2000-07-05,23.695,35.838,25.92,36.007272,25.8847,23.693506,-0.001494
2000-07-06,23.748,35.905,25.91,36.074586,25.872092,23.747186,-0.000813
2000-07-07,23.823,35.983,25.85,36.152957,25.80903,23.824794,0.001794
2000-07-08,23.943,36.066,25.67,36.236349,25.62573,23.943527,0.000527
2000-07-09,24.006,36.098,25.55,36.268498,25.504448,24.004946,-0.001054
2000-07-10,24.072,36.12,25.39,36.290601,25.343547,24.071074,-0.000927
2000-07-11,24.065,36.114,25.4,36.284573,25.35378,24.063452,-0.001548
2000-07-12,24.057,36.092,25.37,36.262469,25.32461,24.056099,-0.0009
2000-07-13,24.072,36.094,25.32,36.264481,25.274514,24.073036,0.001036
2000-07-14,24.088,36.117,25.33,36.287589,25.283641,24.087326,-0.000673
2000-07-15,24.066,36.072,25.29,36.242374,25.245343,24.065659,-0.000341
2000-07-16,24.058,36.043,25.24,36.213238,25.196424,24.059143,0.001142
2000-07-17,24.079,36.076,25.26,36.246395,25.215178,24.07792,-0.001081
2000-07-18,24.087,36.085,25.25,36.255436,25.204832,24.087796,0.000796
2000-07-19,24.095,36.11,25.29,36.280556,25.243896,24.094367,-0.000632
2000-07-20,24.081,36.115,25.35,36.285581,25.303725,24.079647,-0.001353
2000-07-21,24.084,36.114,25.34,36.284573,25.29376,24.081974,-0.002026
2000-07-22,24.086,36.123,25.35,36.293618,25.30342,24.085689,-0.000311
2000-07-23,24.114,36.123,25.26,36.293618,25.21339,24.113427,-0.000573
2000-07-24,24.125,36.113,25.2,36.283568,25.153751,24.124328,-0.000672
2000-07-25,24.123,36.057,25.06,36.227304,25.015822,24.124966,0.001967
2000-07-26,24.189,35.971,24.62,36.140899,24.578877,24.193918,0.004918
2000-07-27,24.231,35.885,24.28,36.054491,24.241911,24.231308,0.000307
2000-07-28,24.22,35.868,24.27,36.037412,24.232532,24.221445,0.001446
2000-07-29,24.209,35.832,24.22,36.001243,24.18383,24.209186,0.000186
2000-07-30,24.172,35.708,24.02,35.876657,23.988255,24.175043,0.003042
2000-07-31,24.138,35.642,23.98,35.810343,23.950634,24.136982,-0.001019
2000-08-01,24.062,35.646,24.24,35.814364,24.210681,24.062459,0.000459
2000-08-02,24.15,35.652,23.96,35.820392,23.930255,24.150496,0.000497
2000-08-03,24.112,35.665,24.13,35.833454,24.099901,24.109714,-0.002286
2000-08-04,24.092,35.665,24.18,35.833454,24.149939,24.094781,0.002781
2000-08-05,24.189,35.698,23.94,35.866611,23.908567,24.19126,0.002261
2000-08-06,24.211,35.752,24.01,35.920863,23.976643,24.211324,0.000323
2000-08-07,24.197,35.735,24.01,35.903785,23.977263,24.198457,0.001456
2000-08-08,24.206,35.731,23.97,35.899764,23.937383,24.207326,0.001326
2000-08-09,24.227,35.741,23.92,35.909814,23.88699,24.229752,0.002753
2000-08-10,24.226,35.663,23.73,35.831442,23.699698,24.226949,0.000949
2000-08-11,24.213,35.658,23.76,35.826421,23.729899,24.214302,0.001303
2000-08-12,24.17,35.646,23.88,35.814364,23.850416,24.169696,-0.000304
2000-08-13,24.14,35.661,24.02,35.829434,23.98997,24.139467,-0.000532
2000-08-14,24.165,35.697,24.03,35.865603,23.998663,24.163739,-0.001262
2000-08-15,24.192,35.724,24.0,35.892731,23.967658,24.193105,0.001105
2000-08-16,24.176,35.747,24.11,35.915842,24.076886,24.17774,0.001739
2000-08-17,24.187,35.733,24.04,35.901776,24.007355,24.188012,0.001012
2000-08-18,24.185,35.778,24.17,35.946987,24.135786,24.183279,-0.00172
2000-08-19,24.217,35.845,24.23,36.014305,24.193357,24.216029,-0.00097
2000-08-20,24.25,35.856,24.14,36.025355,24.102908,24.251274,0.001274
2000-08-21,24.269,35.856,24.08,36.025355,24.04288,24.269187,0.000187
2000-08-22,24.279,35.869,24.08,36.038416,24.042404,24.279027,2.7e-05
2000-08-23,24.28,35.908,24.17,36.077602,24.131015,24.281661,0.00166
2000-08-24,24.271,35.892,24.16,36.061524,24.121598,24.272541,0.001541
2000-08-25,24.274,35.905,24.19,36.074586,24.151135,24.273405,-0.000595
2000-08-26,24.266,35.872,24.13,36.041433,24.092317,24.266373,0.000372
2000-08-27,24.316,35.932,24.11,36.101714,24.070112,24.317756,0.001756
2000-08-28,24.422,36.057,24.08,36.227304,24.035525,24.421331,-0.00067
2000-08-29,24.387,36.018,24.09,36.188122,24.046955,24.388825,0.001826
2000-08-30,24.36,35.961,24.04,36.13085,23.999025,24.360594,0.000594
2000-08-31,24.306,35.915,24.11,36.084635,24.070734,24.30489,-0.001109
2000-09-01,24.298,35.906,24.11,36.07559,24.071064,24.298076,7.6e-05
2000-09-02,24.275,35.895,24.16,36.06454,24.121488,24.274813,-0.000187
2000-09-03,24.273,35.882,24.13,36.051478,24.09195,24.27394,0.000939
2000-09-04,24.288,35.903,24.14,36.072577,24.101185,24.286845,-0.001155
2000-09-05,24.316,35.932,24.11,36.101714,24.070112,24.317756,0.001756
2000-09-06,24.29,35.902,24.12,36.071573,24.081215,24.292064,0.002063
2000-09-07,24.28,35.897,24.15,36.066549,24.11141,24.279315,-0.000686
2000-09-08,24.267,35.888,24.17,36.057507,24.131749,24.266525,-0.000476
2000-09-09,24.247,35.846,24.13,36.015309,24.09327,24.246694,-0.000306
2000-09-10,24.319,35.91,24.04,36.07961,24.000889,24.321989,0.002989
2000-09-11,24.354,35.944,24.02,36.113771,23.979639,24.353688,-0.000312
2000-09-12,24.33,35.92,24.04,36.089656,24.000523,24.329558,-0.000442
2000-09-13,24.299,35.89,24.06,36.059516,24.021627,24.300887,0.001888
2000-09-14,24.294,35.875,24.04,36.044445,24.002168,24.295496,0.001495
2000-09-15,24.411,35.973,23.9,36.142908,23.85854,24.411344,0.000344
2000-09-16,24.442,35.992,23.84,36.161999,23.797833,24.443541,0.001542
2000-09-17,24.477,35.989,23.72,36.158982,23.677908,24.476803,-0.000197
2000-09-18,24.455,35.95,23.69,36.1198,23.64931,24.456129,0.001129
2000-09-19,24.441,35.916,23.65,36.085639,23.610523,24.442182,0.001182
2000-09-20,24.442,35.909,23.63,36.078606,23.590768,24.442778,0.000779
2000-09-21,24.413,35.881,23.66,36.050474,23.62179,24.41272,-0.00028
2000-09-22,24.39,35.848,23.65,36.017317,23.612975,24.390673,0.000674
2000-09-23,24.373,35.828,23.65,35.997222,23.613697,24.375523,0.002524
2000-09-24,24.352,35.795,23.64,35.964066,23.604881,24.353475,0.001475
2000-09-25,24.334,35.739,23.56,35.907801,23.526856,24.334607,0.000607
2000-09-26,24.34,35.711,23.47,35.879669,23.43781,24.339824,-0.000176
2000-09-27,24.351,35.708,23.42,35.876657,23.38789,24.352207,0.001207
2000-09-28,24.349,35.705,23.42,35.873644,23.387997,24.349935,0.000934
2000-09-29,24.317,35.701,23.52,35.869624,23.488199,24.317575,0.000575
2000-09-30,24.314,35.721,23.58,35.889719,23.547514,24.315091,0.001091
2000-10-01,24.311,35.744,23.65,35.912826,23.616725,24.311898,0.000898
2000-10-02,24.31,35.764,23.71,35.932921,23.676036,24.309346,-0.000654
2000-10-03,24.321,35.788,23.73,35.957033,23.695179,24.321613,0.000614
2000-10-04,24.328,35.789,23.71,35.958041,23.675132,24.328281,0.000282
2000-10-05,24.337,35.796,23.7,35.965074,23.664876,24.336535,-0.000465
2000-10-06,24.339,35.816,23.74,35.985169,23.704172,24.339866,0.000866
2000-10-07,24.322,35.825,23.82,35.99421,23.783884,24.323009,0.001008
2000-10-08,24.321,35.823,23.82,35.992202,23.783957,24.321495,0.000496
2000-10-09,24.32,35.825,23.82,35.99421,23.783884,24.323009,0.003009
2000-10-10,24.34,35.83,23.77,35.999235,23.73368,24.341597,0.001597
2000-10-11,24.337,35.836,23.8,36.00526,23.763476,24.33726,0.00026
2000-10-12,24.322,35.839,23.86,36.008276,23.823396,24.321754,-0.000247
2000-10-13,24.296,35.837,23.94,36.006268,23.903507,24.296491,0.000491
2000-10-14,24.279,35.841,24.01,36.010284,23.973395,24.278695,-0.000304
2000-10-15,24.271,35.841,24.03,36.010284,23.993405,24.272738,0.001738
2000-10-16,24.263,35.83,24.04,35.999235,24.003812,24.261434,-0.001566
2000-10-17,24.241,35.827,24.1,35.996218,24.063952,24.24127,0.000271
2000-10-18,24.233,35.828,24.13,35.997222,24.093929,24.23307,7e-05
2000-10-19,24.23,35.836,24.16,36.00526,24.123652,24.23016,0.00016
2000-10-20,24.215,35.842,24.23,36.011289,24.193468,24.213757,-0.001243
2000-10-21,24.221,35.847,24.22,36.016313,24.183279,24.220536,-0.000465
2000-10-22,24.213,35.848,24.25,36.017317,24.213258,24.212306,-0.000693
2000-10-23,24.206,35.842,24.26,36.011289,24.223484,24.204769,-0.00123
2000-10-24,24.206,35.846,24.27,36.015309,24.233342,24.204799,-0.0012
2000-10-25,24.207,35.852,24.28,36.021338,24.243127,24.206341,-0.00066
2000-10-26,24.213,35.855,24.26,36.02435,24.223006,24.214606,0.001607
2000-10-27,24.233,35.857,24.2,36.026359,24.162903,24.234088,0.001088
2000-10-28,24.249,35.889,24.23,36.058511,24.19174,24.249323,0.000322
2000-10-29,24.26,35.892,24.2,36.061524,24.161617,24.260574,0.000574
2000-10-30,24.278,35.904,24.17,36.073582,24.131162,24.278633,0.000633
2000-10-31,24.272,35.941,24.29,36.110759,24.249853,24.270683,-0.001316
2000-11-01,24.28,35.962,24.31,36.131858,24.269085,24.28057,0.000569
2000-11-02,24.284,35.97,24.32,36.139895,24.278794,24.283619,-0.000381
2000-11-03,24.276,35.973,24.35,36.142908,24.308695,24.276874,0.000875
2000-11-04,24.285,35.957,24.28,36.126833,24.239259,24.28579,0.00079
2000-11-05,24.296,35.958,24.25,36.127838,24.20921,24.295543,-0.000456
2000-11-06,24.304,35.948,24.2,36.117792,24.15956,24.302956,-0.001045
2000-11-07,24.317,35.957,24.17,36.126833,24.129217,24.318744,0.001745
2000-11-08,24.316,35.964,24.2,36.133866,24.158972,24.315063,-0.000936
2000-11-09,24.319,35.98,24.22,36.149941,24.178389,24.321182,0.002181
2000-11-10,24.316,35.973,24.22,36.142908,24.178647,24.315884,-0.000116
2000-11-11,24.306,35.962,24.22,36.131858,24.179051,24.307562,0.001562
2000-11-12,24.324,35.973,24.19,36.142908,24.148637,24.324867,0.000868
2000-11-13,24.346,35.989,24.16,36.158982,24.118039,24.345953,-4.8e-05
2000-11-14,24.34,35.99,24.18,36.15999,24.138009,24.340728,0.000728
2000-11-15,24.335,35.989,24.19,36.158982,24.14805,24.336975,0.001976
2000-11-16,24.353,35.981,24.11,36.150945,24.068317,24.354844,0.001843
2000-11-17,24.355,35.989,24.13,36.158982,24.088029,24.354923,-7.7e-05
2000-11-18,24.342,35.989,24.17,36.158982,24.128043,24.342961,0.000962
2000-11-19,24.342,35.99,24.18,36.15999,24.138009,24.340728,-0.001271
2000-11-20,24.328,35.987,24.22,36.156974,24.178132,24.326479,-0.00152
2000-11-21,24.357,36.028,24.22,36.198168,24.176625,24.357507,0.000506
2000-11-22,24.353,36.021,24.22,36.191135,24.176882,24.352209,-0.000791
2000-11-23,24.331,36.041,24.34,36.21123,24.296181,24.33133,0.00033
2000-11-24,24.297,36.006,24.36,36.176065,24.31748,24.298835,0.001834
2000-11-25,24.287,35.984,24.34,36.153961,24.298285,24.288203,0.001202
2000-11-27,24.274,35.964,24.33,36.133866,24.28902,24.276075,0.002075
2000-11-28,24.274,35.961,24.32,36.13085,24.279126,24.276808,0.002808
2000-11-29,24.311,35.993,24.28,36.163003,24.237933,24.31303,0.002029
2000-11-30,24.325,36.011,24.28,36.181089,24.23727,24.326651,0.00165
2000-12-01,24.314,36.019,24.34,36.189126,24.296993,24.314684,0.000685
2000-12-02,24.301,36.015,24.37,36.185106,24.327152,24.302636,0.001635
2000-12-03,24.304,36.016,24.36,36.18611,24.317111,24.3064,0.002399
2000-12-04,24.29,36.017,24.41,36.187114,24.36709,24.29211,0.002109
2000-12-05,24.304,36.025,24.38,36.195155,24.336783,24.307195,0.003195
2000-12-06,24.302,36.027,24.39,36.197164,24.346713,24.305698,0.003698
2000-12-07,24.283,36.028,24.46,36.198168,24.416698,24.285367,0.002366
2000-12-08,24.304,36.028,24.39,36.198168,24.346676,24.306454,0.002454
2000-12-09,24.315,36.018,24.33,36.188122,24.287027,24.316934,0.001933
2000-12-10,24.314,36.017,24.33,36.187114,24.287064,24.316174,0.002175
2000-12-11,24.296,36.008,24.37,36.178073,24.32741,24.29734,0.00134
2000-12-12,24.281,36.006,24.41,36.176065,24.367497,24.28379,0.00279
2000-12-13,24.279,36.01,24.43,36.180081,24.387356,24.280791,0.001791
2000-12-14,24.268,36.013,24.47,36.183098,24.427257,24.271005,0.003006
2000-12-15,24.271,36.017,24.47,36.187114,24.427109,24.274029,0.003029
2000-12-16,24.285,36.025,24.45,36.195155,24.406807,24.286113,0.001113
2000-12-17,24.301,36.027,24.4,36.197164,24.356716,24.302688,0.001688
2000-12-18,24.301,36.027,24.4,36.197164,24.356716,24.302688,0.001688
2000-12-19,24.291,36.029,24.44,36.199172,24.396656,24.292152,0.001151
2000-12-20,24.287,36.03,24.45,36.200176,24.406622,24.289894,0.002893
2000-12-21,24.294,36.043,24.46,36.213238,24.416142,24.296714,0.002713
2000-12-22,24.272,36.05,24.55,36.220271,24.50591,24.274838,0.002838
2000-12-23,24.272,36.054,24.56,36.224292,24.515765,24.274841,0.002842
2000-12-24,24.273,36.059,24.57,36.229313,24.525582,24.275597,0.002596
2000-12-25,24.269,36.06,24.59,36.230321,24.545551,24.270306,0.001307
2000-12-26,24.267,36.06,24.6,36.230321,24.555554,24.26728,0.000279
2000-12-27,24.255,36.063,24.64,36.233333,24.595454,24.257435,0.002436
2000-12-28,24.239,36.064,24.7,36.234337,24.655437,24.239998,0.000998
2000-12-29,24.233,36.065,24.72,36.235341,24.675404,24.234684,0.001684
2000-12-30,24.215,36.07,24.79,36.240366,24.745241,24.217193,0.002193
2000-12-31,24.205,36.074,24.84,36.244387,24.795106,24.205002,2e-06
2001-01-01,24.203,36.086,24.87,36.25644,24.824666,24.204931,0.001932
2001-01-02,24.203,36.103,24.91,36.273523,24.864038,24.205585,0.002586
2001-01-03,24.193,36.096,24.93,36.26649,24.884308,24.19419,0.001189
2001-01-04,24.18,36.108,25.0,36.278548,24.953877,24.181873,0.001872
2001-01-05,24.175,36.135,25.09,36.305672,25.042883,24.174718,-0.000281
2001-01-06,24.18,36.138,25.08,36.308688,25.032767,24.180052,5.2e-05
2001-01-07,24.164,36.131,25.11,36.301655,25.063041,24.165564,0.001564
2001-01-08,24.149,36.119,25.13,36.289597,25.0835,24.15036,0.00136
2001-01-09,24.129,36.13,25.22,36.300651,25.17311,24.131025,0.002025
2001-01-10,24.119,36.137,25.27,36.307684,25.222861,24.120925,0.001925
2001-01-11,24.1,36.136,25.33,36.30668,25.282917,24.101679,0.001679
2001-01-12,24.083,36.143,25.4,36.313713,25.352672,24.085359,0.002358
2001-01-13,24.089,36.134,25.36,36.304668,25.313004,24.09091,0.00191
2001-01-14,23.993,36.124,25.65,36.294622,25.603487,23.993532,0.000532
2001-01-15,23.866,36.047,25.87,36.217259,25.826561,23.866846,0.000847
2001-01-16,23.859,36.043,25.88,36.213238,25.836719,23.860702,0.001703
2001-01-17,23.876,36.067,25.88,36.237354,25.835788,23.878816,0.002816
2001-01-18,23.844,36.053,25.95,36.223287,25.906368,23.846354,0.002354
2001-01-19,23.819,36.022,25.96,36.192139,25.917576,23.81983,0.00083
2001-01-20,23.769,35.979,26.01,36.148937,25.969279,23.771722,0.002723
2001-01-21,23.764,35.979,26.03,36.148937,25.989292,23.765452,0.001452
2001-01-22,23.738,35.976,26.11,36.145924,26.069458,23.738079,7.8e-05
2001-01-23,23.748,35.988,26.1,36.157978,26.058983,23.750271,0.002272
2001-01-24,23.745,35.997,26.14,36.167023,26.098654,23.744491,-0.000509
2001-01-25,23.763,36.013,26.11,36.183098,26.068012,23.76599,0.00299
2001-01-26,23.723,36.001,26.21,36.17104,26.168539,23.725477,0.002478
2001-01-27,23.732,36.018,26.23,36.188122,26.187885,23.731999,-1e-06
2001-01-28,23.714,36.016,26.28,36.18611,26.237994,23.714722,0.000721
2001-01-29,23.7,36.019,26.33,36.189126,26.287905,23.7012,0.001199
2001-01-30,23.681,36.012,26.37,36.182093,26.328206,23.683278,0.002279
2001-01-31,23.69,36.029,26.39,36.199172,26.347547,23.689771,-0.00023
2001-02-01,23.677,36.027,26.42,36.197164,26.377644,23.678768,0.001768
2001-02-02,23.649,36.016,26.48,36.18611,26.438115,23.651464,0.002464
2001-02-03,23.66,36.037,26.5,36.207209,26.457297,23.660954,0.000954
2001-02-04,23.664,36.036,26.48,36.206205,26.437325,23.666543,0.002544
2001-02-05,23.648,36.035,26.53,36.205201,26.487395,23.649926,0.001926
2001-02-06,23.664,36.053,26.52,36.223287,26.476677,23.666672,0.002672
2001-02-07,23.638,36.065,26.63,36.235341,26.586264,23.640756,0.002756
2001-02-08,23.638,36.07,26.65,36.240366,26.606078,23.638159,0.000159
2001-02-09,23.622,36.076,26.71,36.246395,26.665873,23.623565,0.001565
2001-02-10,23.607,36.082,26.77,36.252424,26.725671,23.608941,0.001941
2001-02-11,23.608,36.086,26.78,36.25644,26.735517,23.60876,0.000761
2001-02-12,23.604,36.086,26.79,36.25644,26.745523,23.605566,0.001566
2001-02-13,23.584,36.085,26.85,36.255436,26.805598,23.585631,0.001632
2001-02-14,23.571,36.085,26.89,36.255436,26.84562,23.572829,0.00183
2001-02-15,23.565,36.091,26.92,36.261465,26.875399,23.56774,0.002739
2001-02-16,23.542,36.092,27.0,36.262469,26.955406,23.542832,0.000832
2001-02-17,23.541,36.092,27.01,36.262469,26.965412,23.539621,-0.001379
2001-02-18,23.541,36.093,27.0,36.263473,26.955366,23.543585,0.002585
2001-02-19,23.538,36.089,27.0,36.259457,26.955526,23.540573,0.002573
2001-02-20,23.538,36.096,27.02,36.26649,26.975258,23.539424,0.001424
2001-02-21,23.525,36.106,27.09,36.276535,27.044897,23.524452,-0.000548
2001-02-22,23.507,36.105,27.14,36.275531,27.094967,23.507603,0.000603
2001-02-23,23.491,36.103,27.18,36.273523,27.135073,23.493206,0.002207
2001-02-24,23.497,36.108,27.18,36.278548,27.134871,23.496973,-2.7e-05
2001-02-25,23.482,36.113,27.23,36.283568,27.184698,23.484606,0.002606
2001-02-26,23.474,36.116,27.27,36.286585,27.224602,23.473948,-5.3e-05
2001-02-27,23.474,36.118,27.27,36.288593,27.224521,23.475453,0.001453
2001-02-28,23.481,36.122,27.26,36.292614,27.214353,23.481698,0.000697
2001-03-01,23.469,36.126,27.31,36.29663,27.264221,23.468547,-0.000453
2001-03-02,23.477,36.131,27.29,36.301655,27.244007,23.478779,0.00178
